,indexacao,category_id
36555,"Alteração, Lei de Responsabilidade Fiscal, declaração, nulidade, concessão, ampliação, isenção fiscal, benefício fiscal, renúncia fiscal, ano, encerramento, mandato, Presidente da República, Governador, Prefeito.",3
17492,"Alteração, lei federal, denominação, trecho, rodovia federal, perímetro urbano, Xanxerê, (SC), homenagem póstuma, empresário.",2
62449,"Fixação, prazo, orgão público, demarcação, terras indígenas, publicação, cronograma, remessa, relatório, Congresso Nacional, infração, crime de responsabilidade, Presidente da República.",1
19507,"Criação, âmbito, hospital, (SUS), Plano Nacional de Medicina Natural e Práticas Complementares, acupuntura, homeopatia, fitoterapia, exigência, concurso público, contratação, pessoal, garantia, acesso, planta medicinal, farmácia, manipulação, medicamento homeopático, medicamento fitoterápico.",0
65097,"_ Desoneração tributária, imposto de renda, pessoa jurídica, (CSLL), (Pis/Pasep), (Cofins), exclusão, base de cálculo, valor, subvenção econômica, fomento, pesquisa tecnológica, desenvolvimento, inovação tecnológica.   _Criação, regime especial, tributação, construção, ampliação, reforma, modernização, estádio, futebol, realização, Copa do Mundo, suspensão, exigência, (Pis/Pasep), (Cofins), (IPI), imposto de importação, serviços, material de construção.   _Alteração, legislação tributária federal, criação, drawback, isenção, imposto de importação, alíquota zero, (Pis/Pasep), (Cofins), aquisição, mercado interno, importação, mercadoria, autorização, Executivo, regulamentação, princípio de fungibilidade, aquisição, produto, regime aduaneiro suspensivo.   _Fixação, prazo, percentual, aumento, imposto de importação, auto peças, pneu, remessa, Ministério Público, representação fiscal, crime contra a Previdência Social, definição, requisitos, recinto alfandegado, segurança, movimentação, despacho aduaneiro, mercadoria.   _Incidência, fato gerador, registro, lançamento de ofício, imposto de importação, competência, servidor, auditor, Receita Federal, verificação, mercadoria estrangeira, responsabilidade, transportador, depositário, crédito, tributos, mercadoria extraviada, importação, penalidade, dano ao Erário, critérios, destinação, alienação, licitação, doação, mercadoria abandonada, normas, cálculo, retenção, imposto de renda na fonte, rendimentos, ano calendário anterior, acumulação, recebimento, responsabilidade, dirigente, ordenador de despesa, recolhimento, contribuição previdenciária, servidor efetivo, Plano de Seguridade do Servidor Público.   _ Adequação, normas, day trade, equiparação, produtor, fabricante, pessoa jurídica, atacadista, redução, alíquota zero, (Pis/Pasep), (Cofins), transporte ferroviário, prorrogação, prazo, incentivo fiscal, empresa de construção, incorporação, Programa Minha Casa Minha Vida, aumento, limite valor, imóvel residencial.",3
24678,"Criação, Fundo de Iluminação Pública para Municípios (FIPM), natureza contábil, recursos financeiros, município, operação, manutenção, expansão, rede de energia, iluminação pública.",3
64561,"Concessão, isenção fiscal, (IPI), aquisição, veículos, Administração Municipal, Prefeitura Municipal, exclusividade, utilização, serviço, proibição, alienação.",1
52393,"Definição, normas, funcionamento, sociedade, capitalização, exigência, autorização, Congresso Nacional, controle acionário, pessoa jurídica, direito público, empresa pública, sociedade de economia mista, criação, empresa subsidiária, Executivo, remessa,  projeto de lei.",3
57943,"Denominação, anel rodoviário, município, Barbacena (MG), ligação, rodovia federal, homenagem póstuma, engenheiro.",2
26629,"Criação, função comissionada, quadro de pessoal, (TRT), Oitava Região, declaração, revogação, Resolução, matéria administrativa.",1
12243,"Alteração, Lei Orgânica da Seguridade Social, redução, contribuição previdenciária, cota patronal, empresa, contratação, idoso.",0
48048,"Denominação, trecho rodoviário, rodovia federal, município, Cabedelo, João Pessoa (PB),  homenagem póstuma,  ex-Governador.",2
6812,"Alteração, Código Eleitoral, autorização, eleitor, residência, país estrangeiro, exterior, votação, governador, vice-governador, estados, (DF), prefeito, vice-prefeito, vereador.",1
60139,"Criação, Sistema Nacional de Informações sobre Pessoas Desaparecidas, registro, gestão, Cadastro Nacional de Pessoas Desaparecidas (CNPD).",0
4359,"Criação,  Dia Nacional da Inclusão Telefônica, comemoração, julho.",2
43397,"Inclusão, autorização, opção, pagamento, (Simples), pessoa jurídica, atividade comercial, creche.",3
22972,"Concessão, equipamento, portador, doença neuromuscular, comprometimento, sistema respiratório.",0
62246,"Obrigatoriedade, implantação, instalação, distribuição, (GLP), gás, edifício, habitação coletiva, centro comercial, construção, central de abastecimento, local, facilidade, acesso, abastecimento, situação, emergência, isolamento, trânsito, pessoas, elaboração, projeto, sistema, segurança.",1
50337,"Denominação, Aeroporto de Vitória - Eurico de Aguiar Salles, município, Vitória, (ES), personagem ilustre.",0
21269,"Criação, Dia Nacional de Educação a Distância, comemoração, novembro.",2
38916,"Alteração, Lei do Fundo de Universalização dos Serviços de Telecomunicações, substituição, Fundo de Universalização dos Serviços de Telecomunicações (Fust), Fundo de Universalização e Massificação dos Serviços de Telecomunicações (Fust), investimento, serviços, telecomunicação, acesso, internet, população de baixa renda. _ Alteração, Lei Geral de Telecomunicações, obrigatoriedade, Agência Nacional de Telecomunicações (Anatel), investimento, serviços, telecomunicação, acesso, internet, população de baixa renda, critério, aplicação, Fundo de Universalização e Massificação dos Serviços de Telecomunicações (Fust). _ Alteração, Lei do Fundo de Fiscalização das Telecomunicações (FISTEL), Fundo de Fiscalização das Telecomunicações (FISTEL), transferência, recursos, Fundo de Universalização e Massificação dos Serviços de Telecomunicações (Fust), investimento, serviços, telecomunicação, acesso, internet, população de baixa renda.",0
32386,"Órgão, Entidade, Administração direta, Administração Indireta, publicação, custos, concurso público, devolução, valor.",1
51488,"Normas, encaminhamento, orgão público, responsável, (TCU), prestação de contas, recursos públicos, repasse, União Federal, recebimento, municípios, utilização, convênio, acordo, ajuste, prazo, tribunais, apresentação, opinião, parecer, regularidade, contas, administração municipal, descumprimento, declaração, aprovação,  rejeição, suspensão, transferência, verba, regularização, situação, impedimento, perda, recursos financeiros, fundos públicos.",1
25926,"Alteração, Estatuto do Estrangeiro, Submissão, Senado,  decisão, Presidente da República,   expulsão de estrangeiro, revogação, visto.",1
26409,"Proibição, agente, servidor público municipal, prefeito, vice-prefeito, secretário municipal, candidato, reeleição, período, eleição, início, processo, licitação, contratação, inauguração, visita, obra pública, participação, junta eleitoral, mesa eleitoral, escrutinador, circunscrição, municípios, limitação, desvio, despesa orçamentária, inobservância, crime de responsabilidade, cassação, registro.",1
66193,"Criação, Regime Especial de Incentivos para o Transporte Público Coletivo Alternativo Urbano e Metropolitano de Passageiros (REITAUP), benefício fiscal, redução, carga tributária, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), Contribuição de Intervenção no Domínio Econômico Combustíveis (Cide-Combustíveis), requisito, adesão.",0
62113,"Obrigatoriedade, destinação, percentual, recursos, recolhimento, impostos, indústria, empresa de bebidas, bebida alcoólica, derivados, atendimento, tratamento médico, hospital público, vítima, acidente de trânsito.",3
64640,"_ Criação, Fundo de Investimento do Fundo de Garantia do Tempo de Serviço, aplicação de recursos, (FGTS), mercado de capitais, fundos, ações, debêntures, financiamento, empreendimento, infra-estrutura, energia, rodovia, ferrovia, porto, saneamento.  _ Alteração, Lei do FGTS, aprovação, Conselho Curador, gestão, remuneração, (CEF), Comitê de Investimento, Fundo de Investimento do Fundo de Garantia do Tempo de Serviço, autorização, trabalhador, integralização, cota, movimentação, saque, percentual, saldo, conta vinculada, (FGTS), isenção fiscal, Imposto de Renda, ganho de capital, Fundos Mútuos de Privatização, pagamento, prestações, casa própria.",0
20450,"Alteração, Lei de Responsabilidade Fiscal, renúncia fiscal, probição, ampliação, concessão, incentivo fiscal, benefício fiscal, exercício financeiro, déficit, meta de resultado primário, exceção, educação, saúde, assistência social, programa social.",3
1383,"Alteração, lei federal, aumento, prazo, parcelamento, débito, Fazenda Nacional, Programa de Formação do Patrimônio do Servidor Público (PASEP), Estado, Distrito Federal (Brasil), Município.",3
29217,"Alteração, Lei dos Crimes Contra a Ordem Tributária, crime contra a ordem econômica, crime contra a relação de consumo, Lei Orgânica da Seguridade Social, ocorrência, atraso, pagamento, obrigação tributária, contribuição previdenciária, prazo legal, escrituração, declaração, descaracterização, crime, sonegação fiscal.",3
36445,"Criação, (Sudesul), autarquia, sede, município, Florianópolis, (SC), vinculação, Ministério da Integração Nacional, abrangência, Estados, Região Sul, competência, composição, Conselho Deliberativo, Diretoria, Procuradoria-Geral, Auditoria.",0
22807,"Judiciário, critérios, escolha, nomeação, antigüidade, merecimento, acesso, Ministro, Tribunais, Tribunal de Contas da União (TCU), Supremo Tribunal Federal (STF), Superior Tribunal de Justiça (STJ), Tribunal Regional Federal (TRF), Tribunal Superior do Trabalho (TST), Tribunal Regional do Trabalho (TRT), Tribunal Superior Eleitoral (TSE), Tribunal Regional Eleitoral (TRE),  Superior Tribunal Militar (STM), Procurador-Geral, Ministério Público da União, composição, membros, garantia, defesa, contraditório, destituição.",1
46005,"Alteração, Código Penal, Estatuto da Criança e do Adolescente, Lei dos Crimes Hediondos, Lei de Transplantes, Código de Processo Penal, combate, tráfico de pessoas, tráfico de órgão e tecido, nacional, internacional, recrutamento, pessoa, trabalho escravo, exploração sexual, remoção, órgão humano, adoção internacional, penalidade, agenciador.",0
63830,"Alteração, Lei das Concessões de Serviços Públicos, critério, Estágio (educação), Concessionária de serviços públicos.",1
33390,"Criação, Dia Nacional dos Escoteiros, comemoração, abril.",2
38860,"Alteração, Código de Processo Civil, redução, prazo, interposição, resposta, apelação, embargos infringentes, recurso ordinário, recurso especial, recurso extraordinário, embargos de divergência.",0
17439,"Criação, Dia Nacional do Vigilante, comemoração, junho.",2
45192,"Alteração, Código de Trânsito Brasileiro, crime, trânsito, substituição, pena privativa de liberdade, pena restritiva de direitos, prestação de serviço à comunidade, trabalho, auxílio, corpo de bombeiros, resgate, recuperação, vítima, acidente de trânsito.",0
40653,"Alteração, lei federal, promoção, militar da reserva, pensionista.",1
58927,"Denominação, Aeroporto de Palmas - Brigadeiro Lysias Rodrigues, Município, Palmas, (TO), homenagem, brigadeiro.",2
58076,"Aprovação, concessão, radiodifusão educativa, emissora, televisão educativa, município, Ribeirão Preto, (SP).",0
8370,"Criação, Dia Nacional de Luta Contra a Esclerose Lateral Amiotrófica(ELA), comemoração, junho.",2
32556,"Separação, apreciação, mensagem, veto, Sessão da Câmara dos Deputados, Senado, extinção, sessão conjunta.",1
30641,"Normas, cobrança, diárias, hospedagem, hotel, critérios, utilização, local, serviço, início, registro, hóspede, proibição, fixação, horário, entrada, saída, , limitação, pagamento, metade, valor, redução, permanência, viajante.",0
27104,"Alteração, Estatuto da Terra, fixação, preço, arrendamento rural, produtos.",0
30346,"Obrigatoriedade, empresa de transporte, petróleo, produto derivado, gás natural, etanol, instalação, faixa, duto, placa, aviso de alerta, acidente, informação, autoridade pública, vazamento, produtos.",0
31535,"Alteração, inclusão, concessão, incentivo fiscal, redução, (IPI), montadora, fabricante, empresa, instalação, local, faixa de fronteira, Região Sul, desenvolvimento regional.",0
61953,"Alteração, Lei do Piso Salarial, fixação, piso salarial profissional, piso nacional de salários, magistério, ensino público, professor, educação básica, revisão, atualização, variação, índice, (INPC).",1
10606,"Direitos Políticos, proibição, reeleição, Presidente da República, Governador, Prefeito, sucessor, substituto, aumento, período, mandato eletivo, Presidente.",1
59231,"Alteração, Código Penal, aumento, pena, crime, fraude, concurso público.",0
8321,"Inscrição, nome, médico, mulher, Livro dos Heróis da Pátria.",2
33171,"Denominação, Aeroporto de Santarém - Maestro Wilson Fonseca, Município, Santarém, (PA), homenagem póstuma, músico.",2
27333,"Criação, Dia Nacional de Vacinação do Idoso, internação, asilo, instituição assistencial, geriatria,",0
64519,"Criação, Sistema Integrado de Pagamento de Tributos e Contribuições dos Trabalhadores Independentes de Baixa Renda, tratamento favorecido, tratamento fiscal, tributos, contribuição previdenciária, opção, trabalho, inaplicação, legislação trabalhista, (CLT), beneficiário, trabalhador, empreendedor, renda bruta, isenção, unificação, pagamento, trimestre, alíquota zero, imposto de renda, pessoa física, pessoa jurídica, (IPI), imposto de exportação, (Pis-Pasep), (CSLS), (Cofins), (CPMF), Seguridade Social, dispensa, incidência, contribuição, UniãoFederal, optante,  recolhimento, (FGTS), inscrição, contribuinte individual, Previdência Social, obrigatoriedade, apresentação, declaração de rendimento.",3
52549,"Proibição, fabricação, importação, comercialização, cigarro, penalidade, multa, reincidência, suspensão, alvará, funcionamento, empresa.",0
30628,"Denominação, entrocamento, rodovia federal,  trecho, Goiânia (GO).",2
15783,"Alteração, critérios, cobrança, alíquota, ICMS.",3
33185,"Aprovação, Ato Internacional, Tratado sobre Extradição, País, Brasil, País Estrangeiro, Suriname, extradição, condenado, transferência, preso, cumprimento, pena, extraditando, combate, crime organizado.",0
66562,"Criação, Dia da Luta da População em Situação de Rua, comemoração, agosto, população de baixa renda.",0
64331,"Criação, Dia Nacional de Conscientização e Enfrentamento à Fibromialgia, maio, saúde.",0
65924,"Proibição, instituição financeira, emissão, segunda via, boleto bancário, credor, efetivação, pagamento, descumprimento, penalidade administrativa.",3
12562,"Denominação, aeroporto, Vitória da Conquista (BA). Bahia, homenagem póstuma, personagem ilustre.",2
34840,"Criação, fundos, percentual, arrecadação, royalties, compensação financeira, extração, exploração, refinação, comercialização, derivados de petróleo, investimento, Municípios, inferioridade, Índice de Desenvolvimento Humano, aplicação de recursos, saneamento básico, água potável, esgoto, asfaltamento, via pública, casa própria, população carente.",3
2065,"Inscrição, nome, professora, Livro dos Heróis da Pátria.",2
28081,"Alteração, Lei Complementar, normas, fonte, custeio, manutenção, seguridade social, exclusão, cooperativa, exigência, pagamento, contribuição social, concessão, isenção fiscal.",0
39196,"Alteração, Constituição Federal, fixação, eleição, cargo, Procurador Geral de Justiça, Ministério Público Estadual, (DF), critérios, candidatura, membros, carreira, limite de idade, prazo, mandato, autorização, recondução, escolha, chefia, interinidade, período, vacância, posse, Procurador Geral, extinção, lista tríplice.",1
60772,"Denominação, Capital Heróica do Brasil, Jaboatão dos Guararapes (PE).",2
53415,"Obrigatoriedade, instituição financeira, bancos, recebimento, pagamento, impostos, taxas, competência, governo federal, governo estadual, governo municipal, usuário, correntista, contribuinte, rede bancária, descumprimento, normas, sujeição, penalidade, definição, Lei Federal.",3
3198,"Alteração, Constituição Federal, Educação, obrigatoriedade, Poder Público, oferta, ensino obrigatório gratuito, educação pré-escolar, garantia, vaga, educação infantil, gratuidade, ensino médio, estudante carente, realização, recenseamento, fixação, conteúdo, currículo.",0
4632,"Alteração, Constituição Federal (1988), competência privativa, Presidente da República, nomeação, membro, conselho diretor, diretoria, agência reguladora, prazo.",1
47461,"Denominação, Capital Nacional dos Golfinhos, Laguna (SC).",2
62106,"Autorização, executivo, reversão, município, Manhuaçu, (MG), devolução, terreno, doação, União Federal, motivo, necessidade, utilização, imóvel, transferência, (DNER).",1
64949,"Aprovação, protocolo, alteração, convenção (ato internacional), Governo da República Federativa do Brasil e o Governo do Reino da Noruega, prevenção, bitributação, evasão fiscal, imposto, renda, capital.",3
29274,"Concessão, isenção tributária, instituição religiosa.",3
17456,"Normas, remuneração, cargo de carreira, Procurador, Fazenda Nacional, agrupamento, categoria, padrão, tabela, vencimento básico, pro labore, inclusão, benefício, aposentadoria, pensões, carreira, Advogado, Assistente Jurídico, Advocacia-Geral da União, Defensor Público, Procurador Federal, ocorrência, redução, valor, pagamento, diferença, vantagem pessoal, prazo, reorganização, reestruturação, cargo público, concessão, reajuste, adicionais, gratificação, alteração, Medica Provisória.",1
21194,"Inscrição, Livro dos Heróis da Pátria, homenagem, escritor, personagem ilustre.",2
64945,"Alteração, Lei Geral de Telecomunicações, licitação, edital, prestação de serviços, telefonia móvel, obrigatoriedade, operadora de telefonia móvel, serviços, rodovia, área, atuação, Lei do FUST, recursos, Fundo de Universalização dos Serviços de Telecomunicações (Fust), infraestrutura, acesso, banda larga.",1
60365,"Alteração, Código Penal, Lei Maria da Penha, prioridade, tramitação, processo judicial, crime, crime qualificado, estupro, atentado violento ao pudor, violência doméstica, violência familiar.",0
2917,"Alteração, Código Penal, presunção, legítima defesa, utilização, arma de fogo, Policial, Polícia Federal, Polícia Rodoviária Federal, Polícia Civil, Polícia Militar, Bombeiro Militar, Polícia Ferroviária Federal, descumprimento, Estatuto do Desarmamento.",0
53652,"Proibição, restrição, inscrição, posse, candidato, concurso público, réu, processo judicial, ausência, sentença judicial, trânsito em julgado, nulidade, resultado, descumprimento, responsabilidade civil, agente público, impedimento, acesso, reparação, vencimentos, vantagens, efetivo exercício, cargo.",0
21546,"Constituição Federal (1988), Administração Pública, concurso público, composição, Conselho Administrativo de Recursos Fiscais (CARF), Ministério da Fazenda.",1
34324,"Obrigatoriedade, (SUS), distribuição gratuita, leite, possibilidade, consumo, criança, intolerância à lactose, impossibilidade, amamentação, exigência, comprovação, diagnóstico.",0
4647,"Orçamento, autorização, vinculação, receita tributária, impostos, orgão público, fundos, despesa, União Federal, aplicação, percentual, arrecadação, tributos, Fundo Rodoviario Nacional, financiamento, construção, restauração, rodovia, Administração Federal.",3
24727,"Sustação, aplicação, resolução, Agência Nacional de Vigilância Sanitária (Anvisa), regulamento, realização, pesquisa clínica, medicamento.",0
63275,"Obrigatoriedade, compensação financeira, Municípios, sede,  penitenciária, presídio, decisão, opinião pública, audiência pública, população, criação, Conselho Popular, composição, membros, comunidade, Ministério Público, Legislativo, Executivo, autoridade policial, realização, estudo, impacto, implantação, estabelecimento penal.",0
65159,"Alteração, Código de Processo Civil, direitos, Defensoria Pública, recebimento, honorários advocatícios, vencido, litígio, pessoa jurídica, direito público, destinação, recursos, instituição pública.",1
63327,"Alteração, Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte, desconto,  pagamento, tributo, microempresa, pequena empresa, titular, sócio, faixa etária, jovem, Comitê Gestor do Simples Nacional (CGSN), fixação, prazo, recolhimento.",3
65652,"Responsabilidade, União Federal, Orçamento Geral da União, pagamento, vencimentos, agente comunitário de saúde, agente de combate às endemias, piso salarial, adicional de insalubridade, aposentadoria especial, autorização, estados, Distrito Federal, municípios, criação, gratificação, incentivo, valorização, servidor.",1
6701,"Aprovação, programação monetária, trimestre, julho, agosto, setembro.",3
62139,"Obrigatoriedade, órgão público, administração federal, utilização, papel usado, material reciclado, multa, infrator.",1
52909,"Alteração, Lei do ITR e Pagamento das Dívidas por Títulos da Dívida Agrária, documento, informação, apuração, (ITR), exclusão, comprovação, avaliação, valor, terra nua, preço, mercado, penhora, arresto, observação, valor venal, desapropriação judicial, propriedade rural, inferioridade, declaração, ausência, autorização, redução, impostos, recolhimento restituível, representação, depósito judicial.",3
64365,"Alteração, Código Tributário Nacional, critério, destinação, recursos, multas, exercício, poder de polícia.",3
2505,"Isenção, IPVA, veículo automotor, utilização, comercialização, pesca, táxi, mototáxi, transporte de carga, transporte de passageiro, trator, caminhão, aeronave, agrotóxico, equipamento agrícola.",0
2073,"Declaração, engenheiro civil, patrono, engenharia sanitária.",2
56612,"Disciplinamento, isenção, Imposto sobre produtos industrializados (IPI), protetor solar, destinação, trabalhador, cadastro, Programa social, Assistência social, Governo Federal.",3
12820,"Alteração, Lei de Isenção do IPI para Compra de Automóveis, isenção, IPI, aquisição, veículo automotor, representante comercial autônomo, inscrição, entidade de classe.",0
12164,"Criação, Dia Nacional do Agente Comunitário de Saúde, outubro.",2
29981,"Alíquota zero, IPI, bicicleta.",3
65603,"Normas, remuneração, servidor, Administração Pública, autarquia, fundação, sociedade de economia mista, empresa estatal, União Federal, Estados, (DF), Municípios, expedição, certidão, declaração, valor, salário, aposentado, garantia, direito adquirido, percentagem, pagamento, adicionais, gratificação, vantagem pessoal, exceção, gratificação de função, diárias, verba, representação, ajuda de custo, participação, órgão colegiado, limitação, proventos, aposentadoria, fixação, alíquota, contribuição previdenciária, entidade, previdência complementar, publicação, balanço, fiscalização, Ministério Público, intervenção, irregularidade.",1
64621,"Criação, Área de Livre Comércio, Oiapoque, (AP), suspensão, isenção fiscal, (IPI), Imposto de Importação, comercialização, mercadoria.",3
26704,"Determinação, juiz federal, cargo inicial, carreira, investidura, titularidade, varas judiciárias, seção judiciária, justiça federal, nomeação, designação, hipótese, inexistência, vaga, autorização, desdobramento, contagem, tempo de serviço, data, posse, efeito, promoção por antiguidade.",1
45367,"Criação, Dia Nacional da Agricultura Familiar, comemoração, junho.",2
4504,"Criação, Dia Nacional da Segurança Pública, comemoração, mês, abril.",2
53570,"Alteração, Código Penal, processo criminal, competência, Justiça Estadual, inclusão, efeito, condenação, entrega, produto, crime, perda, favorecimento, Estados.",0
10508,"Alteração, Lei Federal, Plano de Manutenção, Operação e Controle (PMOC), manutenção, elevador, escada rolante, esteira rolante.",0
154,"Criação, Dia Nacional do Ecumenismo, comemoração, outubro.",2
21265,"Denominação, Capital Nacional do Limão, Itajobi (SP), São Paulo (Estado).",2
61896,"Alteração, legislação tributária federal, pessoa física, dedução, imposto de renda, prestação paga, financiamento, aquisição, imóvel residencial.",3
62522,"Disciplinamento, relação jurídica,  vigência, medida provisória, crédito extraordinário, Justiça do Trabalho, Tribunal Superior do Trabalho (TST), Tribunal Regional do Trabalho (TRT).",1
35900,"Alteração, Lei Orgânica dos Partidos Políticos, critérios, distribuição, recursos financeiros, Fundo Partidário, exigência, registro definitivo, (TSE), aumento, percentual, distribuição, representação partidária, partido político, proprocionalidade, voto, eleição, Câmara dos Deputados, Deputado Federal.",1
26613,"Denominação, trecho rodoviário, rodovia federal, Colinas do Tocantins (TO), homenagem.",2
10129,"Criação, fundo, financiamento, projeto agropecuário, investimento, custeio, atividade agropecuária, agroindústria, pesca, beneficiário, crédito rural.",3
29467,"Alteração, Lei do Trabalho Rural, garantia, trabalhador rural, jovem, menor, equiparação, salário, duração, trabalho, férias, adicional de férias, proibição, discriminação, idade, trabalho noturno, atividade perigosa, atividade insalubre, atividade penosa, obrigatoriedade, manutenção, escola pública, educação infantil, ensino fundamental, atendimento, filho, trabalhador.",0
16656,"Alteração, Lei de Reorganização da Polícia Militar e do Corpo de Bombeiros Militar, competência, bombeiro militar.",1
35704,"Autorização, pessoa jurídica, desconto, créditos, apuração, contribuição social, (CSLL), (PIS - PASEP), (COFINS), cancelamento, inscrição, lançamento, cota de contribuição, exportação, café, proibição, compensação, débito fiscal, pedido,restituição, indeferimento, Secretaria da Receita Federal.   _ Alteração, lei federal, cobrança judicial, Dívida Ativa, Fazenda Pública, decretação, prescrição intercorrente, reconhecimento, receita, definição, base de cálculo, (COFINS), (PIS-PASEP), pessoa jurídica, atividade, venda, incorporação imobiliária, loteamento, empresa de engenharia e construção, fixação, alíquota zero, importação, regime aduaneiro, regime especial, bens, produto, matéria - prima, embalagem, utilização, indústria, Zona Franca de Manaus, limitação, crédito presumido, valor, receita bruta, venda, mercadoria, origem, produto animal, produto vegetal.   _ Definição, alíquota, (PIS - PASEP), (COFINS), industrialização, encomenda, venda, gasolina, óleo diesel, (GLP), gás, máquina, veículos, trator, empresa de autopeças, pneumático, querosene, aviação, água, refrigerante, bebida alcoólica, regime especial, alíquota zero, empresa de comércio atacadista.   _ Autorização, Administração Fazendária, equiparação, certidão negativa, certidão, débito fiscal, existência, pedido, revisão, suspensão, registro, (CADIN), fixação, multa, pessoa jurídica, diretor, débito fiscal, débito previdenciário, distribuição, remuneração, bonificação, aumento, alíquota, (COFINS), (PIS - PASEP), refinaria, petróleo, obrigatoriedade, apresentação, Demonstrativo, Apuração, Contribuição Social, concessão, remissão de débitos, empresa nacional, transporte aéreo, transporte internacional, passageiro, carga, autorização, desconto, créditos, valor, contribuição, empresa de transporte rodoviário, transporte de carga, subcontratação, pessoa  física, pessoa jurídica, opção, (SIMPLES).   _ Manutenção, cobrança, tributação cumulativa, (COFINS), empresa, informática, exclusão, utilização, software, produto importado, critérios, recolhimento, contribuição social, (PIS - PASEP), revenda, embalagem, normas, dedução, créditos, crédito presumido, pessoa jurídica, produção, mercadoria, origem, produto animal, produto vegetal, critérios, suspensão, incidência.   _ Normas, apuração, base de cálculo, imposto de renda, pessoa jurídica, (CSLL), (COFINS), (PIS - PASEP), resultado, liquidação futura, autorização, União Federal, realização, novação, contrato, obrigações, autarquia, registro, (BACEN).",3
60421,"Garantia, ensino obrigatório gratuito, limite de idade, criança, matrícula, estabelecimento de ensino, ensino fundamental,  inexistência, vaga, bolsa de estudo, escola particular, proximidade, residência.",0
65900,"Proibição, concessionária, permissionária, serviços públicos, interrupção, corte, suspensão, fornecimento, energia elétrica, luz, água, gás, inadimplência, consumidor, sexta-feira, sábado, domingo, feriados, penalidade, pagamento, indenização.",1
52586,"Normas, Governo Federal, incentivo, governo municipal, criação, fundos, aval, administração municipal, garantia, créditos de investimento, crédito rural, concessão, pequeno agricultor, propriedade familiar, inclusão, beneficiário, parceiro, pessoas, assentamento rural, programa, reforma agrária, arrendatário, posseiro, pescador artesanal, cooperativa, associação rural, atendimento, requisitos, utilização, trabalho, economia familiar, possibilidade, auxílio, empregado, caráter permanente, terceiros, atividade sazonal, colheita, propriedade rural, limitação, quantidade, módulo fiscal, percentagem, recebimento, renda bruta, atividade agropecuária, atividade extrativa, pesca, residência, propriedade, critérios, municípios, opção, participação, programa, apoio, desenvolvimento, agricultura, família, formação, conselho municipal, desenvolvimento rural, aceitação, responsabilidade, gestão, elaboração, revisão, atualização, contribuição, recursos orçamentários, contribuição social, União Federal, município, estados, convênio, agente financeiro, inadimplemento, mutuário, cobrança, responsabilidade, avalista, escolha, agente, prioridade, garantia, financiamento, empresa de seguros, exame, cadastro, viabilidade, projeto, fixação, taxas, valor, contrato, financiamento rural, descumprimento, ressarcimento, impedimento, prazo determinado, penalidade.",3
36951,"Parcela, arrecadação, imposto, ICMS, atividade econômica, usina de açúcar, álcool, rateio, valor, Municípios.",3
60019,"Aprovação, concessão, radiodifusão comunitária, emissora, rádio comunitária, município, Fortaleza, (CE).",0
50546,"Alteração, Lei das Eleições, propaganda eleitoral, horário gratuito, emissora, rádio, televisão, representação partidária, partido político, Câmara dos Deputados, existência, prazo determinado, anterioridade, eleição.",1
43154,"Criação, Universidade Federal do Sudeste, desmembramento, campus avançado, (UFGO), sede, município, Catalão, (GO), cargo de direção, reitor, Conselho Universitário.",0
59575,"Criação, Dia Nacional da Cultura e da Paz, comemoração, julho, hasteamento, Bandeira da Paz.",2
188,"Criação, crédito rural, perda, safra, pequeno agricultor, pequeno produtor rural, período, plantio, produção agrícola, inexistência, quitação, financiamento rural, notificação, prejuízo, instituição financeira, sindicato, prazo determinado.",0
64094,"Criação, Dia Nacional da Imigração Chinesa, comemoração, agosto, imigração, procedência, China.",0
45866,"Alteração, Lei Orgânica da Assistência Social, garantia, pessoa portadora de deficiência, inserção, mercado de trabalho, habilitação, reabilitação profissional, continuação, recebimento, benefício de prestação continuada, salário mínimo.",0
13231,"Denominação, aeroporto,  homenagem póstuma, político, Vitória da Conquista (BA).",2
18236,"Criação, Programa Melhor Idade (PMI), integração, idoso, mercado de trabalho, aposentadoria, atualização, trabalhador, incentivo fiscal, empresa, dedução, Imposto de Renda das Pessoas Jurídicas (IRPJ), gasto.",0
